sbsconfig,runnum,target,sbsmagcurr(A),bbmagcurr(A),ebeam_mean(GeV),ebeam_std(GeV),totcharge(C),tdc_timestamp,tdc_calibration_constant,adct_timestamp,hcal_energy_timestamp
11,12815,ld2,2100,750,9.88953109935088,0.000217004138595,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
11,12816,ld2,2100,750,9.88961509692432,0.000235658270024,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
11,12817,ld2,2100,750,9.8897295510849,0.000274826983971,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
11,12819,ld2,2100,750,9.88967693995,0.000293689249288,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
11,12820,ld2,2100,750,9.88958472343023,0.000255889408517,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
11,12824,ld2,2100,750,9.88946360374571,0.000206970485945,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
11,12825,ld2,2100,750,9.88949862631083,0.000238462740687,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
11,12826,ld2,2100,750,9.8894789035,0.000205926038011,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
11,12827,ld2,2100,750,9.88949259571429,0.000198818146798,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
11,12828,ld2,2100,750,9.88939873146959,0.000226231019332,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
11,12829,ld2,2100,750,9.88929507882759,0.000180950459493,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
11,12830,ld2,2100,750,9.88927690295238,0.00020855245448,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
11,12894,ld2,2100,750,9.88778769422735,0.00054696088898,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
11,12896,ld2,2100,750,9.88855618617954,0.000292480275156,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
11,12897,ld2,2100,750,9.88883200605341,0.000448840847874,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
11,12902,ld2,2100,750,9.88892834792079,0.000948628441535,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
11,12903,ld2,2100,750,9.8884333704,0.000558887344407,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
11,12904,ld2,2100,750,9.88904941160888,0.000646338065946,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
11,12906,ld2,2100,750,9.88919641060606,0.000191801644176,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
11,12907,ld2,2100,750,9.88924973702663,0.000190225755188,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
11,12908,ld2,2100,750,9.88931240474359,0.000217816256603,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
11,12909,ld2,2100,750,9.88929331312796,0.000200824397205,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
11,12911,ld2,2100,750,9.88923603,0.000163896670051,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
11,12912,ld2,2100,750,9.88916648219033,0.000228643504985,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
11,12913,ld2,2100,750,9.88915253587629,0.000127195956384,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
11,12914,ld2,2100,750,9.88921361617801,0.0001842953215,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
11,12915,ld2,2100,750,9.88924683205714,0.000203298781181,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
11,12916,ld2,2100,750,9.88924810002016,0.000235775334162,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
11,12917,ld2,2100,750,9.88938867775,0.000261259476149,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
11,12918,ld2,2100,750,9.889591910625,0.000314593663608,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
11,12919,ld2,2100,750,9.88942778697193,0.000213982712469,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
11,12920,ld2,2100,750,9.88953827109215,0.000265853440122,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
11,12921,ld2,2100,750,9.88966012059524,0.000246159007735,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
11,12932,ld2,2100,750,9.88949731862069,0.00026773338535,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
11,12933,ld2,2100,750,9.88946388114228,0.000254884122272,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
11,12934,ld2,2100,750,9.88971143916318,0.000351872859196,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
11,12935,ld2,2100,750,9.88969710650672,0.000270070377798,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
11,12936,ld2,2100,750,9.88948933902549,0.000290812606812,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
11,12939,ld2,2100,750,9.88885712357143,0.000401988345323,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
11,12940,ld2,2100,750,9.88874499852615,0.00036027609423,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
11,12946,ld2,2100,750,9.88859596865285,0.00032891824404,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
11,12957,ld2,2100,750,9.88897630669663,0.000194600806983,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
11,12961,ld2,2100,750,9.88890903821721,0.000195076274284,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
11,12962,ld2,2100,750,9.88888780514523,0.000172422870144,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
11,12963,ld2,2100,750,9.889028976875,0.000164207964077,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
11,12965,ld2,2100,750,9.88898907447563,0.000182627489374,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
11,12968,ld2,2100,750,9.88893196211618,0.000186955516452,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
11,12969,ld2,2100,750,9.88890972125703,0.000185593273554,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
11,12970,ld2,2100,750,9.88894439874003,0.000245503271541,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
11,12971,ld2,2100,750,9.8888487848785,0.000187117768272,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
11,12972,ld2,2100,750,9.88870209070295,0.000272282591082,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
11,12975,ld2,2100,750,9.88911229234899,0.000169366288169,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
11,12976,ld2,2100,750,9.88909357398844,0.000153729958525,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
11,12977,ld2,2100,750,9.88913232111111,0.000189824458866,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
11,12979,ld2,2100,750,9.88890350289474,0.000179005911298,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
11,12980,ld2,2100,750,9.88905064560241,0.000176034016948,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
11,12982,ld2,2100,750,9.8885444524196,0.000324471481097,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
11,12983,ld2,2100,750,9.88890551884058,0.000265210929602,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
11,12984,ld2,2100,750,9.88917075630114,0.00016379946959,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
11,12986,ld2,2100,750,9.88904797328011,0.000251043932329,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
11,12987,ld2,2100,750,9.88905387314894,0.000230096071251,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
11,12988,ld2,2100,750,9.88899113123967,0.000264711091601,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
11,12989,ld2,2100,750,9.88900539762791,0.00030169737596,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
11,13000,ld2,2100,750,9.8886876993217,0.000244126985918,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
11,13029,ld2,2100,750,9.8887255104007,0.000267510927658,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
11,13030,ld2,2100,750,9.88878782154514,0.000248412067555,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
11,13034,ld2,2100,750,9.88895840581272,0.000283327795921,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
11,13035,ld2,2100,750,9.88928736428312,0.000245678581295,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
11,13036,ld2,2100,750,9.88938861455284,0.000248833465798,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
11,13038,ld2,2100,750,9.88904481228261,0.00037724683535,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
11,13039,ld2,2100,750,9.88905957626573,0.000506872229292,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
11,13040,ld2,2100,750,9.88895821289244,0.000412654026323,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
11,13044,ld2,2100,750,9.88886305487319,0.000160744742007,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
11,13045,ld2,2100,750,9.88903297595111,0.000247968390245,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
11,13048,ld2,2100,750,9.88919792583333,0.000178920401088,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
11,13049,ld2,2100,750,9.88887469380481,0.000290284422766,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
11,13050,ld2,2100,750,9.88884052543795,0.000242764587287,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
11,13051,ld2,2100,750,9.88889651961471,0.000263770574616,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
11,13052,ld2,2100,750,9.88892839920696,0.000243845973122,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
11,13053,ld2,2100,750,9.88891993047619,0.00020337021628,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
11,13054,ld2,2100,750,9.88889774545455,0.000233528033626,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
11,13055,ld2,2100,750,9.88890699938272,0.000175069760803,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
11,13058,ld2,2100,750,9.88882397803419,0.000241772959891,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
11,13059,ld2,2100,750,9.88882560474672,0.00026131445959,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
11,13060,ld2,2100,750,9.88877574644214,0.000220684145396,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
11,13061,ld2,2100,750,9.88884210470978,0.000230101725572,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
11,13062,ld2,2100,750,9.88897025454819,0.000217241822441,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
11,13063,ld2,2100,750,9.88895647550787,0.000229555367128,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
14,13305,ld2,1470,750,5.98268098733333,0.000151225911368,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
14,13306,ld2,1470,750,5.98272598850598,0.000223713661069,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
14,13307,ld2,1470,750,5.98276126072824,0.000330888100266,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
14,13308,ld2,1470,750,5.98265827213861,0.000186096907644,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
14,13309,ld2,1470,750,5.98272538451613,0.000296062479888,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
14,13314,ld2,1470,750,5.98284074955912,0.000256980851491,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
14,13315,ld2,1470,750,5.98304664404762,0.00035236475532,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
14,13316,ld2,1470,750,5.98321870043716,0.000333242126417,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
14,13317,ld2,1470,750,5.98287839380869,0.000256488395274,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
14,13318,ld2,1470,750,5.98292859385762,0.000270016061985,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
14,13319,ld2,1470,750,5.98299208504174,0.000290498585033,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
14,13322,ld2,1470,750,5.98273013540338,0.000383164622067,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
14,13323,ld2,1470,750,5.98274698151515,0.000394354668642,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
14,13324,ld2,1470,750,5.98274305174274,0.000336920323162,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
14,13325,ld2,1470,750,5.98271610267823,0.000319074161211,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
14,13342,ld2,1470,750,5.98288252466942,0.000349813314609,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
14,13344,ld2,1470,750,5.98280251406977,0.00033911706202,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
14,13353,ld2,1470,750,5.98253770274286,0.000238433547195,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
14,13357,ld2,1470,750,5.98268233194064,0.000404792226561,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
14,13358,ld2,1470,750,5.98252669532567,0.000248268984776,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
14,13359,ld2,1470,750,5.98257016972826,0.000306957393203,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
14,13360,ld2,1470,750,5.98258531224771,0.000313989884154,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
14,13361,ld2,1470,750,5.98259162289394,0.000321376554938,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
14,13362,ld2,1470,750,5.98255619280412,0.00025465099843,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
14,13363,ld2,1470,750,5.98274681439058,0.000474437250545,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
14,13364,ld2,1470,750,5.982880305625,0.000512034019872,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
14,13368,ld2,1470,750,5.98255387723361,0.000410730871685,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
14,13369,ld2,1470,750,5.98255724235294,0.000412165044404,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
14,13370,ld2,1470,750,5.98248963369231,0.000353498305073,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
14,13371,ld2,1470,750,5.98306006464098,0.000514069271203,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
14,13372,ld2,1470,750,5.98268241189607,0.000519647160282,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
14,13373,ld2,1470,750,5.98252071892272,0.000433606568021,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
14,13381,ld2,1470,750,5.9826328122807,0.000173165010952,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
14,13382,ld2,1470,750,5.98267794143627,0.000284178794415,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
14,13384,ld2,1470,750,5.98268555615652,0.000334961849098,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
14,13385,ld2,1470,750,5.98261885452504,0.000273846502361,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
14,13387,ld2,1470,750,5.98265489587719,0.000343221209552,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
14,13388,ld2,1470,750,5.98267354638047,0.000368970907238,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
14,13389,ld2,1470,750,5.98265631405594,0.000386276094126,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
14,13390,ld2,1470,750,5.98263243897196,0.000324827502126,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
14,13391,ld2,1470,750,5.98263558980273,0.000368757508741,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
14,13392,ld2,1470,750,5.98250646562044,0.000285386938476,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
14,13393,ld2,1470,750,5.98264233534151,0.000434306089874,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
14,13394,ld2,1470,750,5.9830509291833,0.000506534693062,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
14,13395,ld2,1470,750,5.982548965,0.000329224682213,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
14,13398,ld2,1470,750,5.98247216157371,0.000232121584431,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
14,13399,ld2,1470,750,5.98242557267442,0.00017101124751,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
14,13400,ld2,1470,750,5.98249416437858,0.00032928199233,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
14,13402,ld2,1470,750,5.98249982555555,0.000375079128864,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
14,13403,ld2,1470,750,5.98252929641463,0.000306722647833,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
14,13406,ld2,1470,750,5.98251719765705,0.000388281104106,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
14,13407,ld2,1470,750,5.98252024034031,0.000405914667823,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
8,13453,ld2,1470,750,5.98264354586584,0.000339650071096,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
8,13454,ld2,1470,750,5.98275277657636,0.000430034025079,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
8,13455,ld2,1470,750,5.98269948012987,0.000391253757413,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
8,13468,ld2,0,750,5.98268179626415,0.000295279209386,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
8,13470,ld2,0,750,5.98276690929603,0.000341773973426,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
8,13472,ld2,0,750,5.98270566966292,0.000314368896427,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
8,13473,ld2,0,750,5.9826533596,0.000243883570017,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
8,13474,ld2,0,750,5.98285724235529,0.000422885594035,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
8,13475,ld2,0,750,5.98278411835,0.000372299691441,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
8,13476,ld2,0,750,5.98280429391304,0.000439219989669,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
8,13477,ld2,0,750,5.98277226282744,0.000419080944106,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
8,13478,ld2,0,750,5.98258270711253,0.000308302043125,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
8,13479,ld2,0,750,5.98267730340909,0.000490970803681,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
8,13491,ld2,1470,750,5.9828145125254,0.000596374281951,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
8,13492,ld2,1470,750,5.98251500586053,0.000355003375736,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
8,13493,ld2,1470,750,5.9825039036417,0.000397844905116,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
8,13494,ld2,1470,750,5.98246008941463,0.000391658768159,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
8,13495,ld2,1470,750,5.98245029380342,0.00038735626141,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
8,13496,ld2,1470,750,5.9825413957764,0.000438548544752,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
8,13497,ld2,1470,750,5.98244254433071,0.000356247910419,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
8,13502,ld2,1470,750,5.98273296220708,0.000377316717569,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
8,13503,ld2,1470,750,5.98267532802985,0.000373289999582,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
8,13504,ld2,1470,750,5.98276104473233,0.00042249451559,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
8,13505,ld2,1470,750,5.98264299117409,0.000344000720305,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
8,13544,ld2,2100,750,5.98237353690821,0.000294197087074,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
8,13545,ld2,2100,750,5.98236286290909,0.000307773695299,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
8,13546,ld2,2100,750,5.9823051357,0.00023946168013,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
8,13547,ld2,2100,750,5.98241432461883,0.000433093281839,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
8,13548,ld2,2100,750,5.9823580854321,0.000435148697456,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
8,13549,ld2,2100,750,5.9824695073913,0.00051691986434,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
8,13550,ld2,2100,750,5.98252364976048,0.000484565428602,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
8,13551,ld2,2100,750,5.98294837392857,0.000536595824478,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
8,13552,ld2,2100,750,5.98261655247706,0.000407749391244,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
8,13554,ld2,2100,750,5.98308529358268,0.000512651173268,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
8,13556,ld2,2100,750,5.98242520458537,0.00035812038899,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
8,13557,ld2,2100,750,5.9826997855665,0.000567877528065,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
8,13558,ld2,1470,750,5.98250427743494,0.000470860826942,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
8,13559,ld2,1470,750,5.98241644167038,0.000423162963088,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
8,13560,ld2,1470,750,5.98234990084375,0.000456508970234,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
8,13561,ld2,1470,750,5.98238308528767,0.000475880104939,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
8,13562,ld2,1470,750,5.98228494135321,0.000452149233263,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
8,13563,ld2,1470,750,5.9821576973052,0.000302034252909,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
8,13564,ld2,1470,750,5.98205392343173,0.00026466827582,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
8,13565,ld2,1470,750,5.98226320963576,0.000457122990266,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
8,13566,ld2,1470,750,5.9822380820892,0.000426544299387,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
8,13567,ld2,1470,750,5.98225720612691,0.000317933937617,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
8,13568,ld2,1470,750,5.98234011114583,0.000446139961142,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
8,13569,ld2,1470,750,5.98231160119231,0.000347268179432,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
8,13570,ld2,1470,750,5.98232271559471,0.000282229994329,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
8,13571,ld2,1470,750,5.98230952686099,0.000194682334244,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
8,13581,ld2,1050,750,5.98263912942105,0.000504902089632,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
8,13582,ld2,1050,750,5.98277219292169,0.000468909382619,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
8,13583,ld2,1050,750,5.98253963273913,0.000293810327907,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
8,13584,ld2,1050,750,5.98252675296935,0.000277954119157,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
8,13585,ld2,1050,750,5.98269145960912,0.000339605887964,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
8,13586,ld2,1050,750,5.9827164383945,0.000267999477093,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
8,13587,ld2,1470,750,5.98267375108257,0.000269010159893,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
8,13588,ld2,1470,750,5.98304493410287,0.000362438266782,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
8,13589,ld2,1470,750,5.98291881391813,0.000334883918225,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
8,13590,ld2,1470,750,5.98313012431579,0.000248183335952,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
8,13591,ld2,1470,750,5.98287061989983,0.000194811663785,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
8,13592,ld2,1470,750,5.98341862344386,0.000123692140963,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
8,13593,ld2,1470,750,5.98296103328446,0.000442527468693,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
8,13596,ld2,1470,750,5.98250205869757,0.000298705469221,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
8,13597,ld2,1470,750,5.98240547222543,0.000270843929753,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
8,13608,ld2,1470,750,5.98253113261959,0.000431260734369,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
8,13609,ld2,1470,750,5.9826022141573,0.000426582583078,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
8,13610,ld2,1470,750,5.98257097665025,0.000418390446545,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
8,13612,ld2,1470,750,5.98244432032178,0.000230963715129,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
8,13613,ld2,1470,750,5.9825405749763,0.000345099053842,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
8,13614,ld2,1470,750,5.98267396574627,0.000449696094962,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
8,13615,ld2,1470,750,5.98254091113835,0.000366434740267,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
8,13616,ld2,1470,750,5.98252965393195,0.000311183373814,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
8,13617,ld2,1470,750,5.98250471264,0.000203625444864,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
8,13618,ld2,1470,750,5.982571941167,0.000206145131957,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
8,13619,ld2,1470,750,5.98335162894737,0.000259117967155,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
8,13620,ld2,1470,750,5.98286335012442,0.000395357487997,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
9,13660,ld2,1470,750,4.02679528643333,0.000133239611553,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
9,13661,ld2,1470,750,4.02684096868421,8.88633013165119E-05,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
9,13662,ld2,1470,750,4.02680697138333,0.000124323078891,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
9,13664,ld2,1470,750,4.02686486405213,8.36064930700458E-05,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
9,13665,ld2,1470,750,4.02677973289474,0.000154204279164,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
9,13666,ld2,1470,750,4.02676641393258,0.000170753372176,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
9,13677,ld2,1470,750,4.02677702911833,8.3342764310768E-05,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
9,13678,ld2,1470,750,4.0266811675814,0.000112102882615,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
9,13679,ld2,1470,750,4.02676577196429,7.69328941852886E-05,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
9,13680,ld2,1470,750,4.02677246646778,6.15787185392816E-05,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
9,13681,ld2,1470,750,4.02678380467909,5.61970729407209E-05,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
9,13682,ld2,1470,750,4.02672487583333,9.52548298098405E-05,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
9,13684,ld2,1470,750,4.02673883898113,6.06148024187811E-05,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
9,13685,ld2,1470,750,4.02672267142056,6.73407152760197E-05,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
9,13686,ld2,1470,750,4.02670410730734,9.60190799729318E-05,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
9,13687,ld2,1470,750,4.0267588441,7.82719169187747E-05,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
9,13688,ld2,1470,750,4.02673771308046,5.42671186116022E-05,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
9,13689,ld2,1470,750,4.02674919215385,3.03564477035796E-05,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
